State,state_abbreviation,County,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny-theft,vehicle_theft,Arson
MICHIGAN,MI,Van Buren,102,2,18,2,80,323,91,210,22,4
MICHIGAN,MI,Wexford,3,0,0,1,2,51,17,31,3,0
MINNESOTA,MN,Anoka,55,0,14,2,39,659,84,505,70,5
MINNESOTA,MN,Benton,10,0,2,0,8,120,34,69,17,0
MINNESOTA,MN,Blue Earth,30,0,6,0,24,128,40,77,11,0
MINNESOTA,MN,Carlton,23,1,5,0,17,168,45,117,6,0
MINNESOTA,MN,Carver,40,1,15,2,22,610,72,508,30,7
MINNESOTA,MN,Chisago,43,1,12,0,30,264,118,120,26,2
MINNESOTA,MN,Clay,14,0,4,2,8,75,33,31,11,1
MINNESOTA,MN,Dakota,14,0,1,0,13,33,24,6,3,0
MINNESOTA,MN,Dodge,13,0,1,0,12,124,33,83,8,0
MINNESOTA,MN,Fillmore,4,0,1,0,3,94,21,70,3,0
MINNESOTA,MN,Hennepin,36,0,1,0,35,31,1,29,1,0
MINNESOTA,MN,Houston,4,0,0,0,4,30,7,18,5,0
MINNESOTA,MN,Isanti,28,1,4,0,23,207,42,136,29,1
MINNESOTA,MN,Lake,5,0,3,0,2,22,1,18,3,0
MINNESOTA,MN,Le Sueur,3,1,0,0,2,114,37,69,8,2
MINNESOTA,MN,Mille Lacs,47,0,5,0,42,288,61,188,39,8
MINNESOTA,MN,Nicollet,6,0,4,0,2,67,6,52,9,1
MINNESOTA,MN,Olmsted,55,0,10,1,44,274,49,198,27,3
MINNESOTA,MN,Polk,18,0,6,0,12,104,15,79,10,0
MINNESOTA,MN,Ramsey,215,0,27,22,166,"1,622",169,"1,268",185,2
MINNESOTA,MN,Scott,8,0,3,0,5,180,15,156,9,1
MINNESOTA,MN,Sherburne,28,0,9,0,19,263,29,213,21,1
MINNESOTA,MN,Stearns,45,0,14,1,30,244,58,155,31,1
MINNESOTA,MN,St. Louis,83,2,24,2,55,591,183,335,73,3
MINNESOTA,MN,Wabasha,3,1,0,0,2,29,6,22,1,0
MINNESOTA,MN,Washington,85,1,24,5,55,786,132,575,79,6
MINNESOTA,MN,Wright,114,1,28,3,82,742,83,618,41,1
MINNESOTA,MN,Aitkin,13,0,7,0,6,166,48,94,24,0
MINNESOTA,MN,Becker,34,0,7,1,26,109,32,56,21,0
MINNESOTA,MN,Beltrami,66,2,23,5,36,297,76,191,30,4
MINNESOTA,MN,Big Stone,2,0,1,0,1,28,8,19,1,1
MINNESOTA,MN,Brown,3,0,1,0,2,48,13,29,6,0
MINNESOTA,MN,Cass,46,0,1,1,44,312,77,214,21,1
MINNESOTA,MN,Clearwater,4,0,1,0,3,55,10,34,11,0
MINNESOTA,MN,Cook,16,0,2,0,14,41,2,36,3,0
MINNESOTA,MN,Cottonwood,1,0,0,0,1,10,4,5,1,0
MINNESOTA,MN,Crow Wing,34,1,14,0,19,193,34,145,14,1
MINNESOTA,MN,Douglas,17,0,3,0,14,151,5,129,17,0
MINNESOTA,MN,Freeborn,12,0,3,0,9,197,54,134,9,0
MINNESOTA,MN,Goodhue,4,0,1,0,3,144,19,102,23,1
MINNESOTA,MN,Grant,3,0,0,0,3,1,0,1,0,0
MINNESOTA,MN,Hubbard,30,0,7,0,23,137,35,93,9,0
MINNESOTA,MN,Itasca,55,0,14,1,40,114,21,79,14,1
MINNESOTA,MN,Jackson,7,0,0,1,6,22,5,10,7,0
MINNESOTA,MN,Kanabec,12,0,3,0,9,69,15,47,7,1
MINNESOTA,MN,Kandiyohi,29,0,11,1,17,201,25,143,33,1
MINNESOTA,MN,Kittson,2,0,1,0,1,6,0,5,1,0
MINNESOTA,MN,Koochiching,10,0,2,0,8,45,23,20,2,0
MINNESOTA,MN,Lac qui Parle,2,0,0,0,2,16,1,13,2,0
MINNESOTA,MN,Lincoln,5,0,0,0,5,9,3,5,1,0
MINNESOTA,MN,Lyon,11,0,5,0,6,41,16,19,6,0
MINNESOTA,MN,Mahnomen,19,0,0,1,18,46,13,22,11,0
MINNESOTA,MN,Marshall,11,0,4,0,7,30,5,24,1,0
MINNESOTA,MN,Martin,1,0,0,0,1,6,0,5,1,0
MINNESOTA,MN,McLeod,18,0,1,1,16,75,17,53,5,1
MINNESOTA,MN,Meeker,24,1,3,0,20,119,33,79,7,1
MINNESOTA,MN,Morrison,32,0,13,0,19,238,51,167,20,1
MINNESOTA,MN,Mower,14,0,4,0,10,138,48,70,20,2
MINNESOTA,MN,Murray,1,0,0,0,1,10,5,5,0,0
MINNESOTA,MN,Nobles,5,0,2,0,3,22,7,10,5,0
MINNESOTA,MN,Norman,2,0,1,0,1,52,15,31,6,0
MINNESOTA,MN,Otter Tail,18,0,4,0,14,148,46,87,15,1
MINNESOTA,MN,Pennington,3,0,0,0,3,40,8,28,4,0
MINNESOTA,MN,Pine,90,0,21,2,67,539,149,313,77,3
MINNESOTA,MN,Pipestone,13,0,3,0,10,32,2,29,1,1
MINNESOTA,MN,Pope,3,0,0,0,3,39,7,25,7,0
MINNESOTA,MN,Redwood,14,0,5,0,9,63,9,48,6,0
MINNESOTA,MN,Renville,7,0,5,0,2,86,16,65,5,0
MINNESOTA,MN,Rice,22,0,6,0,16,124,20,92,12,0
MINNESOTA,MN,Rock,6,0,1,0,5,45,5,28,12,0
MINNESOTA,MN,Roseau,7,0,2,0,5,37,10,21,6,1
MINNESOTA,MN,Sibley,5,0,1,0,4,15,1,12,2,0
MINNESOTA,MN,Steele,6,0,2,0,4,61,13,39,9,0
MINNESOTA,MN,Stevens,7,0,0,0,7,9,2,7,0,0
MINNESOTA,MN,Swift,1,0,0,0,1,1,0,1,0,0
MINNESOTA,MN,Todd,22,0,8,0,14,116,29,82,5,1
MINNESOTA,MN,Traverse,2,0,0,0,2,25,4,15,6,2
MINNESOTA,MN,Waseca,11,0,8,0,3,129,46,79,4,0
MINNESOTA,MN,Watonwan,7,0,1,0,6,32,18,13,1,0
MINNESOTA,MN,Wilkin,2,0,0,0,2,16,2,14,0,0
MINNESOTA,MN,Winona,19,0,6,0,13,99,26,62,11,0
MINNESOTA,MN,Yellow Medicine,4,0,0,0,4,44,7,35,2,0
MISSISSIPPI,MS,DeSoto,51,0,16,3,32,286,59,176,51,3
MISSISSIPPI,MS,Forrest,51,1,14,4,32,328,88,190,50,1
MISSISSIPPI,MS,Hancock,25,3,6,4,12,466,92,309,65,5
MISSISSIPPI,MS,Harrison,52,4,7,11,30,797,127,537,133,6
MISSISSIPPI,MS,Lamar,59,4,7,5,43,526,314,147,65,0
MISSISSIPPI,MS,Madison,104,1,9,1,93,174,41,120,13,1
MISSISSIPPI,MS,Stone,17,0,7,0,10,107,24,65,18,0
MISSISSIPPI,MS,Tate,21,2,3,5,11,151,34,80,37,6
MISSISSIPPI,MS,Tunica,67,2,12,7,46,436,56,319,61,3
MISSISSIPPI,MS,Alcorn,10,0,2,0,8,263,72,152,39,1
MISSISSIPPI,MS,Amite,9,2,0,0,7,24,11,4,9,3
MISSISSIPPI,MS,Attala,11,0,2,1,8,129,35,75,19,2
MISSISSIPPI,MS,Bolivar,46,11,4,2,29,219,53,130,36,1
MISSISSIPPI,MS,Calhoun,14,0,0,1,13,36,14,19,3,0
MISSISSIPPI,MS,Chickasaw,11,0,0,0,11,23,10,10,3,3
MISSISSIPPI,MS,Choctaw,27,1,6,0,20,62,20,26,16,0
MISSISSIPPI,MS,Claiborne,24,9,0,0,15,42,22,12,8,0
MISSISSIPPI,MS,Clay,17,1,1,0,15,77,26,40,11,0
MISSISSIPPI,MS,Coahoma,4,0,0,0,4,22,7,11,4,0
MISSISSIPPI,MS,George,37,0,14,2,21,319,74,194,51,3
MISSISSIPPI,MS,Grenada,46,0,11,2,33,189,50,121,18,1
MISSISSIPPI,MS,Jasper,19,0,3,4,12,60,21,35,4,0
MISSISSIPPI,MS,Jefferson,9,2,2,0,5,17,5,9,3,0
MISSISSIPPI,MS,Kemper,9,0,3,2,4,15,0,11,4,1
MISSISSIPPI,MS,Lafayette,21,1,5,2,13,157,45,92,20,0
MISSISSIPPI,MS,Leake,56,0,9,1,46,155,59,78,18,2
MISSISSIPPI,MS,Lee,91,3,29,4,55,611,159,377,75,6
MISSISSIPPI,MS,Lincoln,39,0,16,1,22,247,64,139,44,7
MISSISSIPPI,MS,Lowndes,55,4,10,13,28,537,184,298,55,5
MISSISSIPPI,MS,Marion,45,3,1,6,35,176,69,88,19,2
MISSISSIPPI,MS,Monroe,61,0,13,0,48,105,46,37,22,3
MISSISSIPPI,MS,Neshoba,24,0,4,2,18,100,35,44,21,1
MISSISSIPPI,MS,Noxubee,22,2,0,0,20,35,12,20,3,1
MISSISSIPPI,MS,Oktibbeha,63,2,17,10,34,383,107,240,36,5
MISSISSIPPI,MS,Pike,57,0,5,4,48,300,180,92,28,9
MISSISSIPPI,MS,Pontotoc,71,0,27,3,41,146,38,76,32,1
MISSISSIPPI,MS,Prentiss,23,1,2,0,20,116,37,63,16,1
MISSISSIPPI,MS,Smith,6,1,0,0,5,67,17,33,17,0
MISSISSIPPI,MS,Sunflower,6,0,0,1,5,72,29,35,8,3
MISSISSIPPI,MS,Tallahatchie,28,0,3,2,23,96,16,55,25,0
MISSISSIPPI,MS,Tishomingo,28,1,5,0,22,128,36,79,13,3
MISSISSIPPI,MS,Union,26,1,7,2,16,162,41,107,14,1
MISSISSIPPI,MS,Wayne,15,0,6,0,9,103,26,67,10,1
MISSISSIPPI,MS,Webster,8,0,0,0,8,30,7,15,8,0
MISSISSIPPI,MS,Winston,22,0,3,0,19,76,33,40,3,0
MISSOURI,MO,Andrew,15,0,5,0,10,131,25,82,24,0
MISSOURI,MO,Bollinger,74,1,11,0,62,67,30,28,9,1
MISSOURI,MO,Boone,98,6,18,6,68,608,75,430,103,4
MISSOURI,MO,Buchanan,23,0,13,2,8,148,27,84,37,1
MISSOURI,MO,Caldwell,6,1,4,0,1,42,8,26,8,0
MISSOURI,MO,Callaway,70,0,12,2,56,256,72,151,33,0
MISSOURI,MO,Cape Girardeau,64,0,11,1,52,209,59,116,34,4
MISSOURI,MO,Clay,34,1,6,3,24,175,37,101,37,3
MISSOURI,MO,Clinton,18,0,7,0,11,84,28,49,7,1
MISSOURI,MO,Cole,33,0,2,2,29,205,34,149,22,1
MISSOURI,MO,Cooper,11,0,0,0,11,25,4,17,4,0
MISSOURI,MO,Franklin,49,0,4,0,45,304,58,180,66,2
MISSOURI,MO,Greene,144,5,22,10,107,926,229,578,119,2
MISSOURI,MO,Jackson,130,2,9,7,112,382,66,239,77,12
MISSOURI,MO,Jasper,49,3,14,2,30,482,62,314,106,2
MISSOURI,MO,Jefferson,525,6,38,10,471,"2,059",389,"1,216",454,24
MISSOURI,MO,Lincoln,428,1,31,0,396,236,61,121,54,3
MISSOURI,MO,Newton,116,2,23,4,87,585,131,362,92,2
MISSOURI,MO,Polk,99,2,7,1,89,263,76,166,21,1
MISSOURI,MO,St. Charles,2,0,0,0,2,1,1,0,0,0
MISSOURI,MO,St. Charles County Police Department,117,0,27,7,83,460,62,312,86,2
MISSOURI,MO,St. Louis County Police Department,"1,995",40,105,289,"1,561","7,861",982,"5,265","1,614",61
MISSOURI,MO,Warren,43,0,12,0,31,210,51,111,48,3
MISSOURI,MO,Webster,63,0,9,0,54,208,40,149,19,5
MISSOURI,MO,Adair,5,0,0,0,5,63,29,24,10,1
MISSOURI,MO,Audrain,44,0,2,2,40,123,35,74,14,1
MISSOURI,MO,Barry,64,0,3,1,60,248,42,157,49,2
MISSOURI,MO,Benton,27,1,2,0,24,155,47,75,33,1
MISSOURI,MO,Butler,71,0,14,1,56,505,96,302,107,2
MISSOURI,MO,Carter,33,1,2,0,30,47,10,31,6,0
MISSOURI,MO,Chariton,2,0,1,0,1,42,4,32,6,1
MISSOURI,MO,Clark,4,0,0,0,4,93,32,53,8,1
MISSOURI,MO,Crawford,33,0,3,0,30,64,12,47,5,2
MISSOURI,MO,Dade,45,1,3,1,40,96,32,45,19,2
MISSOURI,MO,Daviess,12,0,1,0,11,9,2,4,3,0
MISSOURI,MO,Dent,24,1,4,0,19,87,26,41,20,1
MISSOURI,MO,Douglas,15,0,0,0,15,24,6,15,3,2
MISSOURI,MO,Dunklin,22,0,2,0,20,82,24,39,19,3
MISSOURI,MO,Grundy,6,0,3,0,3,10,4,4,2,0
MISSOURI,MO,Henry,97,4,12,2,79,410,213,139,58,4
MISSOURI,MO,Holt,6,0,0,0,6,41,6,28,7,1
MISSOURI,MO,Howell,64,0,12,0,52,272,54,185,33,6
MISSOURI,MO,Johnson,21,1,5,1,14,238,65,122,51,1
MISSOURI,MO,Laclede,54,0,8,2,44,294,24,218,52,2
MISSOURI,MO,Lawrence,60,0,10,1,49,232,67,124,41,3
MISSOURI,MO,Lewis,0,0,0,0,0,35,7,24,4,0
MISSOURI,MO,Linn,17,0,3,0,14,29,3,20,6,1
MISSOURI,MO,Livingston,5,0,0,1,4,41,15,25,1,0
MISSOURI,MO,Macon,5,0,4,0,1,68,26,37,5,0
MISSOURI,MO,Madison,10,0,3,0,7,97,26,50,21,0
MISSOURI,MO,Maries,10,0,3,0,7,54,8,38,8,1
MISSOURI,MO,McDonald,119,2,10,0,107,189,37,111,41,3
MISSOURI,MO,Mississippi,7,0,1,0,6,41,10,26,5,1
MISSOURI,MO,Monroe,30,0,4,0,26,36,11,22,3,1
MISSOURI,MO,Montgomery,14,0,3,0,11,49,9,28,12,2
MISSOURI,MO,New Madrid,57,1,5,0,51,170,35,103,32,8
MISSOURI,MO,Nodaway,19,0,8,0,11,71,17,45,9,3
MISSOURI,MO,Oregon,11,1,4,0,6,52,16,27,9,0
MISSOURI,MO,Pemiscot,25,0,6,0,19,77,17,45,15,2
MISSOURI,MO,Perry,38,0,2,0,36,33,10,16,7,0
MISSOURI,MO,Phelps,29,2,7,1,19,187,51,108,28,1
MISSOURI,MO,Pike,23,0,7,0,16,73,25,33,15,2
MISSOURI,MO,Randolph,65,0,2,0,63,46,8,27,11,0
MISSOURI,MO,Ripley,5,0,0,0,5,45,11,22,12,2
MISSOURI,MO,Saline,117,1,4,0,112,80,13,51,16,3
MISSOURI,MO,Schuyler,16,0,9,0,7,52,12,33,7,1
MISSOURI,MO,Ste. Genevieve,42,0,9,0,33,111,15,68,28,0
MISSOURI,MO,Stoddard,34,1,10,1,22,149,36,93,20,3
MISSOURI,MO,Stone,69,0,7,1,61,400,100,234,66,5
MISSOURI,MO,Taney,64,1,3,2,58,276,28,192,56,0
MISSOURI,MO,Texas,61,0,7,0,54,148,31,90,27,2
MISSOURI,MO,Vernon,50,0,8,1,41,116,21,64,31,3
MISSOURI,MO,Washington,47,0,12,0,35,132,34,73,25,1
MISSOURI,MO,Wayne,57,0,4,0,53,143,53,69,21,1
MISSOURI,MO,Wright,17,0,1,1,15,80,16,47,17,0
MONTANA,MT,Carbon,10,0,2,0,8,49,12,29,8,0
MONTANA,MT,Cascade,100,1,7,3,89,331,90,211,30,1
MONTANA,MT,Missoula,129,4,16,3,106,297,63,199,35,4
MONTANA,MT,Stillwater,19,0,3,0,16,82,23,52,7,3
MONTANA,MT,Yellowstone,143,1,11,9,122,804,73,565,166,11
MONTANA,MT,Big Horn,82,0,5,4,73,315,58,159,98,1
MONTANA,MT,Blaine,5,0,2,0,3,11,2,7,2,0
MONTANA,MT,Broadwater,21,0,0,0,21,29,13,12,4,0
MONTANA,MT,Butte-Silver Bow,121,2,8,16,95,"1,569",214,"1,158",197,10
MONTANA,MT,Carter,0,0,0,0,0,0,0,0,0,0
MONTANA,MT,Chouteau,4,0,0,0,4,3,1,1,1,0
MONTANA,MT,Custer,15,0,4,0,11,14,2,10,2,0
MONTANA,MT,Dawson,8,0,1,0,7,26,7,16,3,0
MONTANA,MT,Deer Lodge,24,0,0,0,24,188,45,120,23,0
MONTANA,MT,Fallon,1,0,1,0,0,0,0,0,0,0
MONTANA,MT,Fergus,2,0,0,0,2,9,3,6,0,0
MONTANA,MT,Flathead,216,1,32,4,179,652,115,437,100,5
MONTANA,MT,Gallatin,137,0,35,1,101,369,24,303,42,2
MONTANA,MT,Garfield,4,0,1,0,3,2,0,2,0,0
MONTANA,MT,Glacier,2,0,1,0,1,26,0,17,9,0
MONTANA,MT,Golden Valley,2,0,1,0,1,5,0,4,1,0
MONTANA,MT,Granite,5,0,1,0,4,31,5,24,2,2
MONTANA,MT,Hill,22,0,4,1,17,149,9,126,14,0
MONTANA,MT,Jefferson,30,0,1,0,29,115,30,66,19,0
MONTANA,MT,Judith Basin,0,0,0,0,0,0,0,0,0,0
MONTANA,MT,Lake,136,1,20,2,113,295,50,194,51,1
MONTANA,MT,Lewis and Clark,120,0,27,4,89,324,119,166,39,7
MONTANA,MT,Liberty,0,0,0,0,0,3,0,2,1,0
MONTANA,MT,Lincoln,24,0,1,0,23,51,6,41,4,1
MONTANA,MT,Madison,14,0,3,0,11,23,2,20,1,0
MONTANA,MT,McCone,2,0,1,0,1,1,0,1,0,0
MONTANA,MT,Meagher,4,0,0,0,4,12,1,9,2,0
MONTANA,MT,Mineral,18,0,0,1,17,35,9,22,4,0
MONTANA,MT,Musselshell,13,0,0,0,13,45,2,39,4,4
MONTANA,MT,Park,22,0,4,0,18,59,11,40,8,1
MONTANA,MT,Petroleum,2,1,0,0,1,0,0,0,0,0
MONTANA,MT,Phillips,23,0,2,0,21,37,11,20,6,0
MONTANA,MT,Pondera,5,0,1,0,4,24,0,18,6,0
MONTANA,MT,Powder River,2,0,0,0,2,0,0,0,0,0
MONTANA,MT,Powell,15,0,5,0,10,17,6,9,2,0
MONTANA,MT,Prairie,7,0,0,0,7,1,0,0,1,0
MONTANA,MT,Richland,5,0,2,0,3,20,3,10,7,0
MONTANA,MT,Roosevelt,22,2,1,0,19,29,7,10,12,1
MONTANA,MT,Rosebud,8,0,3,0,5,3,0,2,1,0
MONTANA,MT,Sanders,13,0,3,0,10,42,3,31,8,1
MONTANA,MT,Sheridan,21,0,3,0,18,43,7,33,3,2
MONTANA,MT,Sweet Grass,13,0,0,0,13,33,1,28,4,1
MONTANA,MT,Teton,23,1,4,0,18,78,7,59,12,1
MONTANA,MT,Toole,10,0,6,0,4,77,12,58,7,0
MONTANA,MT,Valley,1,0,0,0,1,4,1,3,0,0
MONTANA,MT,Wheatland,2,0,0,0,2,2,0,2,0,0
MONTANA,MT,Wibaux,0,0,0,0,0,0,0,0,0,0
NEBRASKA,NE,Cass,12,0,3,0,9,154,17,110,27,0
NEBRASKA,NE,Dixon,2,0,0,0,2,28,8,20,0,0
NEBRASKA,NE,Douglas,92,0,28,6,58,675,144,459,72,4
NEBRASKA,NE,Hall,24,1,5,3,15,103,24,71,8,1
NEBRASKA,NE,Lancaster,17,0,10,2,5,233,58,152,23,4
NEBRASKA,NE,Merrick,1,0,0,0,1,6,0,4,2,0
NEBRASKA,NE,Sarpy,37,0,15,3,19,723,52,569,102,1
NEBRASKA,NE,Saunders,3,0,0,0,3,62,10,49,3,0
NEBRASKA,NE,Seward,8,0,1,0,7,21,4,13,4,1
NEBRASKA,NE,Washington,3,0,1,0,2,68,10,48,10,0
NEBRASKA,NE,Adams,5,0,1,0,4,48,9,37,2,1
NEBRASKA,NE,Boyd,0,0,0,0,0,6,4,2,0,0
NEBRASKA,NE,Brown,0,0,0,0,0,6,2,1,3,0
NEBRASKA,NE,Buffalo,14,0,7,1,6,93,8,75,10,1
NEBRASKA,NE,Butler,8,0,6,0,2,13,2,8,3,0
NEBRASKA,NE,Cedar,6,0,1,0,5,48,7,33,8,0
NEBRASKA,NE,Cherry,1,1,0,0,0,4,2,2,0,0
NEBRASKA,NE,Cheyenne,25,0,1,0,24,8,2,5,1,0
NEBRASKA,NE,Custer,4,0,0,0,4,22,4,15,3,0
NEBRASKA,NE,Dawson,6,0,0,1,5,35,11,19,5,0
NEBRASKA,NE,Dodge,6,0,2,0,4,100,16,74,10,0
NEBRASKA,NE,Dundy,1,0,1,0,0,13,6,6,1,0
NEBRASKA,NE,Fillmore,2,0,0,0,2,11,1,8,2,1
NEBRASKA,NE,Furnas,4,0,3,0,1,40,10,28,2,0
NEBRASKA,NE,Gage,18,0,4,0,14,42,4,32,6,2
NEBRASKA,NE,Grant,0,0,0,0,0,0,0,0,0,0
NEBRASKA,NE,Hamilton,2,0,0,0,2,17,5,9,3,0
NEBRASKA,NE,Harlan,0,0,0,0,0,0,0,0,0,0
NEBRASKA,NE,Hayes,0,0,0,0,0,5,0,5,0,0
NEBRASKA,NE,Hitchcock,1,0,1,0,0,16,5,8,3,0
NEBRASKA,NE,Jefferson,5,1,0,0,4,115,16,90,9,1
NEBRASKA,NE,Johnson,6,0,0,0,6,19,8,10,1,0
NEBRASKA,NE,Kearney,6,0,5,0,1,14,2,11,1,0
NEBRASKA,NE,Keith,2,0,0,0,2,4,2,2,0,0
NEBRASKA,NE,Lincoln,8,0,2,0,6,64,11,45,8,0
NEBRASKA,NE,Madison,5,0,1,1,3,25,6,15,4,1
NEBRASKA,NE,McPherson,0,0,0,0,0,0,0,0,0,0
NEBRASKA,NE,Morrill,1,0,0,0,1,18,1,17,0,1
NEBRASKA,NE,Nemaha,9,0,4,0,5,22,7,9,6,0
NEBRASKA,NE,Otoe,5,0,2,0,3,39,9,21,9,0
NEBRASKA,NE,Perkins,0,0,0,0,0,13,4,8,1,0
NEBRASKA,NE,Phelps,3,0,2,0,1,8,2,5,1,0
NEBRASKA,NE,Platte,6,0,3,0,3,64,9,50,5,0
NEBRASKA,NE,Polk,1,0,0,0,1,16,1,13,2,0
NEBRASKA,NE,Richardson,1,0,0,0,1,24,2,18,4,0
NEBRASKA,NE,Rock,0,0,0,0,0,0,0,0,0,0
NEBRASKA,NE,Scotts Bluff,8,0,3,1,4,66,9,52,5,1
NEBRASKA,NE,Stanton,0,0,0,0,0,2,1,1,0,0
NEBRASKA,NE,Valley,1,0,0,0,1,3,3,0,0,0
NEBRASKA,NE,Wayne,2,0,0,0,2,16,4,12,0,0
NEBRASKA,NE,Webster,0,0,0,0,0,3,0,1,2,0
NEVADA,NV,Carson City,210,1,55,12,142,631,105,440,86,7
NEVADA,NV,Washoe,337,1,52,16,268,772,178,489,105,11
NEVADA,NV,Churchill,27,0,6,0,21,260,183,68,9,1
NEVADA,NV,Douglas,68,2,27,4,35,559,60,463,36,5
NEVADA,NV,Elko,58,1,13,0,44,213,58,114,41,3
NEVADA,NV,Humboldt,22,1,7,1,13,138,60,52,26,2
NEVADA,NV,Lander,18,0,3,0,15,78,31,38,9,1
NEVADA,NV,Lyon,159,0,30,9,120,546,110,356,80,10
NEVADA,NV,Nye,174,3,24,10,137,760,232,427,101,10
NEW HAMPSHIRE,NH,Strafford,2,0,1,0,1,0,0,0,0,0
NEW HAMPSHIRE,NH,Belknap,5,0,3,0,2,11,0,11,0,0
NEW HAMPSHIRE,NH,Carroll,3,0,2,0,1,41,4,34,3,0
NEW HAMPSHIRE,NH,Cheshire,4,0,3,0,1,10,1,8,1,0
NEW HAMPSHIRE,NH,Grafton,4,0,3,0,1,2,0,2,0,0
NEW HAMPSHIRE,NH,Merrimack,0,0,0,0,0,1,0,1,0,0
NEW HAMPSHIRE,NH,Sullivan,1,0,1,0,0,9,1,6,2,0
NEW JERSEY,NJ,Atlantic,0,0,0,0,0,0,0,0,0,0
NEW MEXICO,NM,Bernalillo,753,10,57,87,599,"1,974",435,"1,017",522,9
NEW MEXICO,NM,Dona Ana,318,2,53,11,252,854,248,462,144,9
NEW MEXICO,NM,Valencia,213,0,15,9,189,677,264,284,129,8
NEW MEXICO,NM,McKinley,58,1,4,10,43,162,45,89,28,6
NEW MEXICO,NM,Socorro,22,0,2,1,19,71,25,30,16,0
NEW YORK,NY,Broome,40,0,12,3,25,477,58,394,25,2
NEW YORK,NY,Dutchess,28,1,9,0,18,332,28,275,29,2
NEW YORK,NY,Jefferson,12,0,2,1,9,183,24,154,5,1
NEW YORK,NY,Livingston,12,0,1,0,11,252,44,192,16,2
