State,state_abbreviation,County,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny-theft,vehicle_theft,Arson
VIRGINIA,VA,Page,7,0,5,0,2,161,12,136,13,2
VIRGINIA,VA,Patrick,44,0,10,1,33,218,46,154,18,4
VIRGINIA,VA,Pittsylvania,45,3,11,3,28,309,72,218,19,6
VIRGINIA,VA,Prince Edward,18,1,3,0,14,72,10,55,7,1
VIRGINIA,VA,Rockbridge,37,1,5,1,30,215,29,164,22,1
VIRGINIA,VA,Russell,43,3,19,0,21,168,39,109,20,6
VIRGINIA,VA,Shenandoah,32,0,11,2,19,206,22,182,2,0
VIRGINIA,VA,Smyth,19,1,6,1,11,141,22,108,11,1
VIRGINIA,VA,Surry,5,0,1,0,4,21,5,15,1,0
VIRGINIA,VA,Tazewell,46,1,21,2,22,237,49,162,26,3
VIRGINIA,VA,Westmoreland,19,0,6,1,12,74,10,54,10,1
VIRGINIA,VA,Wise,38,0,10,1,27,371,48,283,40,6
VIRGINIA,VA,Wythe,21,0,16,1,4,132,12,102,18,1
WASHINGTON,WA,Asotin,15,0,4,1,10,138,33,85,20,0
WASHINGTON,WA,Benton,76,2,9,3,62,488,94,328,66,6
WASHINGTON,WA,Chelan,30,1,1,0,28,305,118,145,42,0
WASHINGTON,WA,Clark,338,4,93,41,200,"3,218",422,"2,024",772,14
WASHINGTON,WA,Cowlitz,64,2,22,9,31,419,126,214,79,9
WASHINGTON,WA,Douglas,13,0,10,0,3,259,69,151,39,2
WASHINGTON,WA,Franklin,14,1,3,0,10,136,44,72,20,3
WASHINGTON,WA,King,603,21,65,108,409,"3,914",710,"2,466",738,97
WASHINGTON,WA,Kitsap,459,4,84,38,333,"2,879",603,"1,888",388,18
WASHINGTON,WA,Pierce,"1,301",18,114,175,994,"8,341","1,866","4,731","1,744",71
WASHINGTON,WA,Skagit,82,2,2,20,58,968,228,628,112,10
WASHINGTON,WA,Skamania,10,1,2,0,7,100,14,71,15,0
WASHINGTON,WA,Snohomish,482,2,51,63,366,"4,125",838,"2,634",653,20
WASHINGTON,WA,Spokane,193,2,29,21,141,"3,072",544,"2,209",319,15
WASHINGTON,WA,Stevens,38,6,7,2,23,326,94,194,38,1
WASHINGTON,WA,Thurston,253,3,22,21,207,"1,462",332,909,221,6
WASHINGTON,WA,Walla Walla,44,0,3,4,37,234,79,130,25,1
WASHINGTON,WA,Whatcom,130,4,24,2,100,936,239,590,107,3
WASHINGTON,WA,Yakima,114,1,14,12,87,"1,182",358,586,238,4
WASHINGTON,WA,Adams,26,2,3,4,17,258,71,148,39,1
WASHINGTON,WA,Clallam,61,0,9,7,45,470,115,314,41,4
WASHINGTON,WA,Columbia,3,0,0,1,2,49,18,25,6,0
WASHINGTON,WA,Garfield,21,0,1,0,20,21,7,12,2,0
WASHINGTON,WA,Grant,91,4,22,8,57,850,189,496,165,7
WASHINGTON,WA,Grays Harbor,39,1,13,6,19,264,94,142,28,5
WASHINGTON,WA,Island,49,1,15,1,32,491,135,320,36,3
WASHINGTON,WA,Jefferson,36,1,6,3,26,162,53,86,23,2
WASHINGTON,WA,Kittitas,11,0,3,2,6,222,47,145,30,0
WASHINGTON,WA,Lewis,83,0,24,1,58,655,220,367,68,3
WASHINGTON,WA,Lincoln,5,0,4,0,1,169,85,64,20,5
WASHINGTON,WA,Mason,86,1,15,14,56,786,239,453,94,2
WASHINGTON,WA,Okanogan,34,0,5,4,25,356,108,209,39,0
WASHINGTON,WA,Pend Oreille,9,0,4,0,5,181,42,109,30,2
WASHINGTON,WA,San Juan,9,0,0,0,9,97,22,72,3,0
WASHINGTON,WA,Whitman,11,1,4,0,6,53,11,36,6,1
WEST VIRGINIA,WV,Berkeley,95,8,21,1,65,174,11,154,9,2
WEST VIRGINIA,WV,Brooke,5,0,0,0,5,2,0,2,0,0
WEST VIRGINIA,WV,Cabell,50,0,6,4,40,439,58,341,40,2
WEST VIRGINIA,WV,Fayette,57,1,7,1,48,186,58,110,18,4
WEST VIRGINIA,WV,Jackson,34,1,4,0,29,26,4,12,10,0
WEST VIRGINIA,WV,Jefferson,22,1,9,0,12,199,26,154,19,2
WEST VIRGINIA,WV,Kanawha,383,7,52,11,313,"1,231",256,756,219,17
WEST VIRGINIA,WV,Marshall,18,1,3,0,14,83,25,51,7,1
WEST VIRGINIA,WV,Mineral,15,0,2,1,12,33,7,26,0,0
WEST VIRGINIA,WV,Monongalia,47,0,9,0,38,428,26,381,21,1
WEST VIRGINIA,WV,Preston,5,3,0,0,2,55,0,41,14,0
WEST VIRGINIA,WV,Raleigh,114,4,26,8,76,756,228,473,55,1
WEST VIRGINIA,WV,Wood,39,0,8,4,27,287,22,235,30,1
WEST VIRGINIA,WV,Barbour,26,0,0,0,26,8,2,5,1,1
WEST VIRGINIA,WV,Doddridge,15,0,2,0,13,42,11,21,10,2
WEST VIRGINIA,WV,Hardy,8,0,1,0,7,27,4,20,3,0
WEST VIRGINIA,WV,Harrison,45,2,4,0,39,227,46,136,45,4
WEST VIRGINIA,WV,Lewis,14,1,0,0,13,33,7,16,10,0
WEST VIRGINIA,WV,Logan,118,2,1,0,115,0,0,0,0,5
WEST VIRGINIA,WV,Mason,10,1,0,1,8,66,13,51,2,2
WEST VIRGINIA,WV,Mingo,4,1,0,0,3,13,9,0,4,0
WEST VIRGINIA,WV,Monroe,2,0,1,0,1,22,7,13,2,1
WEST VIRGINIA,WV,Nicholas,155,2,3,0,150,4,0,4,0,1
WEST VIRGINIA,WV,Randolph,61,0,1,0,60,88,21,65,2,2
WEST VIRGINIA,WV,Ritchie,6,0,2,0,4,27,6,21,0,1
WEST VIRGINIA,WV,Roane,10,0,0,0,10,0,0,0,0,1
WEST VIRGINIA,WV,Summers,13,0,1,0,12,25,9,11,5,0
WEST VIRGINIA,WV,Upshur,4,0,1,0,3,7,0,7,0,5
WEST VIRGINIA,WV,Wetzel,12,0,1,0,11,32,20,9,3,2
WEST VIRGINIA,WV,Wyoming,101,0,5,0,96,60,20,29,11,2
WISCONSIN,WI,Brown,85,0,31,7,47,893,127,709,57,3
WISCONSIN,WI,Calumet,12,0,5,0,7,94,11,81,2,0
WISCONSIN,WI,Chippewa,40,0,19,1,20,258,51,188,19,1
WISCONSIN,WI,Columbia,30,0,13,3,14,146,27,110,9,0
WISCONSIN,WI,Dane,118,3,29,5,81,586,98,428,60,7
WISCONSIN,WI,Douglas,23,0,1,0,22,184,65,100,19,0
WISCONSIN,WI,Eau Claire,17,2,9,1,5,251,71,169,11,1
WISCONSIN,WI,Fond du Lac,23,0,9,0,14,138,25,98,15,2
WISCONSIN,WI,Green,4,0,2,0,2,77,14,56,7,0
WISCONSIN,WI,Iowa,17,0,0,0,17,39,7,27,5,0
WISCONSIN,WI,Kenosha,101,3,24,1,73,410,70,301,39,5
WISCONSIN,WI,Kewaunee,14,0,5,0,9,49,13,33,3,0
WISCONSIN,WI,La Crosse,23,3,2,1,17,145,48,79,18,0
WISCONSIN,WI,Lincoln,40,0,1,0,39,125,41,65,19,1
WISCONSIN,WI,Marathon,67,0,13,1,53,334,45,267,22,2
WISCONSIN,WI,Milwaukee,132,2,7,15,108,166,8,69,89,0
WISCONSIN,WI,Oconto,32,1,11,1,19,178,45,117,16,2
WISCONSIN,WI,Outagamie,38,0,10,1,27,224,62,152,10,0
WISCONSIN,WI,Pierce,13,0,1,0,12,122,35,62,25,1
WISCONSIN,WI,Racine,42,2,6,1,33,121,21,78,22,2
WISCONSIN,WI,Rock,53,1,9,3,40,197,47,137,13,2
WISCONSIN,WI,Sheboygan,29,0,13,1,15,353,75,265,13,0
WISCONSIN,WI,St. Croix,45,0,3,0,42,271,37,204,30,0
WISCONSIN,WI,Waukesha,73,1,32,2,38,244,27,200,17,2
WISCONSIN,WI,Winnebago,21,0,6,1,14,320,149,161,10,1
WISCONSIN,WI,Adams,26,0,5,0,21,138,47,85,6,0
WISCONSIN,WI,Barron,16,0,3,0,13,109,34,66,9,2
WISCONSIN,WI,Buffalo,9,1,5,0,3,8,0,8,0,1
WISCONSIN,WI,Burnett,21,1,6,0,14,190,48,111,31,1
WISCONSIN,WI,Clark,28,0,0,0,28,117,19,83,15,0
WISCONSIN,WI,Dodge,37,0,5,1,31,136,22,98,16,1
WISCONSIN,WI,Door,10,0,3,0,7,76,19,55,2,0
WISCONSIN,WI,Dunn,25,0,6,0,19,115,41,62,12,1
WISCONSIN,WI,Grant,22,2,5,0,15,101,15,78,8,0
WISCONSIN,WI,Iron,2,0,0,0,2,28,2,20,6,0
WISCONSIN,WI,Jefferson,41,0,14,1,26,113,28,64,21,0
WISCONSIN,WI,Juneau,47,2,24,0,21,177,32,123,22,0
WISCONSIN,WI,Lafayette,8,0,3,0,5,45,11,28,6,0
WISCONSIN,WI,Langlade,9,0,2,0,7,59,6,47,6,0
WISCONSIN,WI,Manitowoc,30,0,2,1,27,111,28,75,8,0
WISCONSIN,WI,Marinette,42,1,16,0,25,167,35,125,7,0
WISCONSIN,WI,Marquette,3,0,1,0,2,40,5,33,2,0
WISCONSIN,WI,Menominee,1,0,0,0,1,9,1,7,1,0
WISCONSIN,WI,Monroe,24,2,4,0,18,78,22,50,6,0
WISCONSIN,WI,Oneida,33,1,12,0,20,93,41,46,6,0
WISCONSIN,WI,Pepin,8,0,4,0,4,11,1,9,1,0
WISCONSIN,WI,Polk,48,3,6,1,38,102,24,69,9,2
WISCONSIN,WI,Portage,22,0,10,0,12,131,31,92,8,0
WISCONSIN,WI,Richland,14,0,4,0,10,25,2,21,2,0
WISCONSIN,WI,Rusk,37,1,4,0,32,64,29,30,5,1
WISCONSIN,WI,Sauk,34,0,9,1,24,230,34,180,16,1
WISCONSIN,WI,Sawyer,39,1,11,2,25,197,51,131,15,1
WISCONSIN,WI,Shawano,19,0,6,1,12,256,67,159,30,1
WISCONSIN,WI,Taylor,10,1,5,0,4,68,9,54,5,0
WISCONSIN,WI,Vilas,4,0,0,0,4,90,17,63,10,0
WISCONSIN,WI,Walworth,12,0,6,0,6,66,12,49,5,0
WISCONSIN,WI,Washburn,9,0,0,0,9,77,23,45,9,2
WISCONSIN,WI,Waupaca,36,1,11,0,24,48,6,41,1,0
WISCONSIN,WI,Waushara,20,0,5,1,14,90,16,65,9,2
WISCONSIN,WI,Wood,51,0,29,1,21,110,13,87,10,1
WYOMING,WY,Laramie,69,0,6,4,59,571,154,321,96,5
WYOMING,WY,Natrona,21,0,10,0,11,134,24,90,20,2
WYOMING,WY,Albany,8,0,2,0,6,75,27,43,5,0
WYOMING,WY,Campbell,19,0,10,0,9,149,25,110,14,0
WYOMING,WY,Converse,9,0,5,1,3,57,15,34,8,2
WYOMING,WY,Crook,6,0,1,0,5,28,3,19,6,0
WYOMING,WY,Goshen,5,0,0,0,5,42,14,24,4,0
WYOMING,WY,Hot Springs,2,0,0,0,2,10,1,8,1,2
WYOMING,WY,Johnson,4,0,2,0,2,36,11,20,5,0
WYOMING,WY,Lincoln,15,0,3,0,12,60,7,48,5,0
WYOMING,WY,Niobrara,4,0,2,0,2,10,0,6,4,0
WYOMING,WY,Park,16,1,5,0,10,80,14,58,8,1
WYOMING,WY,Sheridan,14,2,2,0,10,45,4,39,2,0
WYOMING,WY,Sublette,5,0,2,0,3,43,6,36,1,0
WYOMING,WY,Sweetwater,17,0,10,1,6,98,12,68,18,0
WYOMING,WY,Teton,9,1,1,1,6,21,1,18,2,1
WYOMING,WY,Uinta,14,0,10,0,4,42,12,24,6,0
WYOMING,WY,Washakie,4,0,3,0,1,7,1,6,0,0
WYOMING,WY,Weston,9,1,2,0,6,26,12,11,3,0
